1	100
2	100
3	100
4	100
5	100
6	100
7	100
8	100
9	100
10	100
11	100
12	100
13	100
14	100
15	100
16	100
17	100
18	100
19	100
20	100
21	100
22	100
23	100
24	100
25	100
26	100
27	100
28	100
29	100
30	100
31	100
32	100
33	100
34	100
35	100
36	100
37	100
38	100
39	100
40	100
41	100
42	100
43	100
44	100
45	100
46	100
47	100
48	100
49	100
50	100
51	100
52	100
53	100
54	100
55	100
56	100
57	100
58	100
59	100
60	100
61	100
62	100
63	100
64	100
65	100
66	100
67	100
68	100
69	100
70	100
71	100
72	100
73	100
74	100
75	100
76	100
77	100
78	100
79	100
80	100
81	100
82	100
83	100
84	100
85	100
86	100
87	100
88	100
89	100
90	100
91	100
92	100
93	100
94	100
95	100
96	100
97	100
98	100
99	100
100	100
101	100
102	100
103	100
104	100
105	100
106	100
107	100
108	100
109	100
110	100
111	100
112	100
113	100
114	100
115	100
116	100
117	100
118	100
119	100
120	100
121	100
122	100
123	100
124	100
125	100
126	100
127	100
128	100
129	100
130	100
131	100
132	100
133	100
134	100
135	100
136	100
137	100
138	100
139	100
140	100
141	100
142	100
143	100
144	100
145	100
146	100
147	100
148	100
149	100
150	100
151	100
152	100
153	100
154	100
155	100
156	100
157	100
158	100
159	100
160	100
161	100
162	100
163	100
164	100
165	100
166	100
167	100
168	100
169	100
170	100
171	100
172	100
173	100
174	100
175	100
176	100
177	100
178	100
179	100
180	100
181	100
182	100
183	100
184	100
185	100
186	100
187	100
188	100
189	100
190	100
191	100
192	100
193	100
194	100
195	100
196	100
197	100
198	100
199	100
200	100
201	300
202	300
203	300
204	300
205	300
206	300
207	300
208	300
209	300
210	300
211	300
212	300
213	300
214	300
215	300
216	300
217	300
218	300
219	300
220	300
221	300
222	300
223	300
224	300
225	300
226	300
227	300
228	300
229	300
230	300
231	300
232	300
233	300
234	300
235	300
236	300
237	300
238	300
239	300
240	300
241	300
242	300
243	300
244	300
245	300
246	300
247	300
248	300
249	300
250	300
251	300
252	300
253	300
254	300
255	300
256	300
257	300
258	300
259	300
260	300
261	300
262	300
263	300
264	300
265	300
266	300
267	300
268	300
269	300
270	300
271	300
272	300
273	300
274	300
275	300
276	300
277	300
278	300
279	300
280	300
281	300
282	300
283	300
284	300
285	300
286	300
287	300
288	300
289	300
290	300
291	300
292	300
293	300
294	300
295	300
296	300
297	300
298	300
299	300
300	300
301	300
302	300
303	300
304	300
305	300
306	300
307	300
308	300
309	300
310	300
311	300
312	300
313	300
314	300
315	300
316	300
317	300
318	300
319	300
320	300
321	300
322	300
323	300
324	300
325	300
326	300
327	300
328	300
329	300
330	300
331	300
332	300
333	300
334	300
335	300
336	300
337	300
338	300
339	300
340	300
341	300
342	300
343	300
344	300
345	300
346	300
347	300
348	300
349	300
350	300
351	300
352	300
353	300
354	300
355	300
356	300
357	300
358	300
359	300
360	300
361	300
362	300
363	300
364	300
365	300
366	300
367	300
368	300
369	300
370	300
371	300
372	300
373	300
374	300
375	300
376	300
377	300
378	300
379	300
380	300
381	300
382	300
383	300
384	300
385	300
386	300
387	300
388	300
389	300
390	300
391	300
392	300
393	300
394	300
395	300
396	300
397	300
398	300
399	300
400	300
401	500
402	500
403	500
404	500
405	500
406	500
407	500
408	500
409	500
410	500
411	500
412	500
413	500
414	500
415	500
416	500
417	500
418	500
419	500
420	500
421	500
422	500
423	500
424	500
425	500
426	500
427	500
428	500
429	500
430	500
431	500
432	500
433	500
434	500
435	500
436	500
437	500
438	500
439	500
440	500
441	500
442	500
443	500
444	500
445	500
446	500
447	500
448	500
449	500
450	500
451	500
452	500
453	500
454	500
455	500
456	500
457	500
458	500
459	500
460	500
461	500
462	500
463	500
464	500
465	500
466	500
467	500
468	500
469	500
470	500
471	500
472	500
473	500
474	500
475	500
476	500
477	500
478	500
479	500
480	500
481	500
482	500
483	500
484	500
485	500
486	500
487	500
488	500
489	500
490	500
491	500
492	500
493	500
494	500
495	500
496	500
497	500
498	500
499	500
500	500
501	500
502	500
503	500
504	500
505	500
506	500
507	500
508	500
509	500
510	500
511	500
512	500
513	500
514	500
515	500
516	500
517	500
518	500
519	500
520	500
521	500
522	500
523	500
524	500
525	500
526	500
527	500
528	500
529	500
530	500
531	500
532	500
533	500
534	500
535	500
536	500
537	500
538	500
539	500
540	500
541	500
542	500
543	500
544	500
545	500
546	500
547	500
548	500
549	500
550	500
551	500
552	500
553	500
554	500
555	500
556	500
557	500
558	500
559	500
560	500
561	500
562	500
563	500
564	500
565	500
566	500
567	500
568	500
569	500
570	500
571	500
572	500
573	500
574	500
575	500
576	500
577	500
578	500
579	500
580	500
581	500
582	500
583	500
584	500
585	500
586	500
587	500
588	500
589	500
590	500
591	500
592	500
593	500
594	500
595	500
596	500
597	500
598	500
599	500
600	500
601	700
602	700
603	700
604	700
605	700
606	700
607	700
608	700
609	700
610	700
611	700
612	700
613	700
614	700
615	700
616	700
617	700
618	700
619	700
620	700
621	700
622	700
623	700
624	700
625	700
626	700
627	700
628	700
629	700
630	700
631	700
632	700
633	700
634	700
635	700
636	700
637	700
638	700
639	700
640	700
641	700
642	700
643	700
644	700
645	700
646	700
647	700
648	700
649	700
650	700
651	700
652	700
653	700
654	700
655	700
656	700
657	700
658	700
659	700
660	700
661	700
662	700
663	700
664	700
665	700
666	700
667	700
668	700
669	700
670	700
671	700
672	700
673	700
674	700
675	700
676	700
677	700
678	700
679	700
680	700
681	700
682	700
683	700
684	700
685	700
686	700
687	700
688	700
689	700
690	700
691	700
692	700
693	700
694	700
695	700
696	700
697	700
698	700
699	700
700	700
701	700
702	700
703	700
704	700
705	700
706	700
707	700
708	700
709	700
710	700
711	700
712	700
713	700
714	700
715	700
716	700
717	700
718	700
719	700
720	700
721	700
722	700
723	700
724	700
725	700
726	700
727	700
728	700
729	700
730	700
731	700
732	700
733	700
734	700
735	700
736	700
737	700
738	700
739	700
740	700
741	700
742	700
743	700
744	700
745	700
746	700
747	700
748	700
749	700
750	700
751	700
752	700
753	700
754	700
755	700
756	700
757	700
758	700
759	700
760	700
761	700
762	700
763	700
764	700
765	700
766	700
767	700
768	700
769	700
770	700
771	700
772	700
773	700
774	700
775	700
776	700
777	700
778	700
779	700
780	700
781	700
782	700
783	700
784	700
785	700
786	700
787	700
788	700
789	700
790	700
791	700
792	700
793	700
794	700
795	700
796	700
797	700
798	700
799	700
800	700
801	900
802	900
803	900
804	900
805	900
806	900
807	900
808	900
809	900
810	900
811	900
812	900
813	900
814	900
815	900
816	900
817	900
818	900
819	900
820	900
821	900
822	900
823	900
824	900
825	900
826	900
827	900
828	900
829	900
830	900
831	900
832	900
833	900
834	900
835	900
836	900
837	900
838	900
839	900
840	900
841	900
842	900
843	900
844	900
845	900
846	900
847	900
848	900
849	900
850	900
851	900
852	900
853	900
854	900
855	900
856	900
857	900
858	900
859	900
860	900
861	900
862	900
863	900
864	900
865	900
866	900
867	900
868	900
869	900
870	900
871	900
872	900
873	900
874	900
875	900
876	900
877	900
878	900
879	900
880	900
881	900
882	900
883	900
884	900
885	900
886	900
887	900
888	900
889	900
890	900
891	900
892	900
893	900
894	900
895	900
896	900
897	900
898	900
899	900
900	900
901	900
902	900
903	900
904	900
905	900
906	900
907	900
908	900
909	900
910	900
911	900
912	900
913	900
914	900
915	900
916	900
917	900
918	900
919	900
920	900
921	900
922	900
923	900
924	900
925	900
926	900
927	900
928	900
929	900
930	900
931	900
932	900
933	900
934	900
935	900
936	900
937	900
938	900
939	900
940	900
941	900
942	900
943	900
944	900
945	900
946	900
947	900
948	900
949	900
950	900
951	900
952	900
953	900
954	900
955	900
956	900
957	900
958	900
959	900
960	900
961	900
962	900
963	900
964	900
965	900
966	900
967	900
968	900
969	900
970	900
971	900
972	900
973	900
974	900
975	900
976	900
977	900
978	900
979	900
980	900
981	900
982	900
983	900
984	900
985	900
986	900
987	900
988	900
989	900
990	900
991	900
992	900
993	900
994	900
995	900
996	900
997	900
998	900
999	900
1000	900
